ACCESS-CM2,ssp534-over,r1i1p1f1,gn,correction_ssp534-over_ssp585-2040
ACCESS-ESM1-5,ssp534-over,r1i1p1f1,gn,correction_ssp534-over_ssp585-2040
CanESM5,ssp534-over,r1i1p1f1,gn,correction_ssp534-over_ssp585-2039
CanESM5,ssp534-over,r2i1p1f1,gn,correction_ssp534-over_ssp585-2039
CanESM5,ssp534-over,r3i1p1f1,gn,correction_ssp534-over_ssp585-2039
CanESM5,ssp534-over,r4i1p1f1,gn,correction_ssp534-over_ssp585-2039
CanESM5,ssp534-over,r5i1p1f1,gn,correction_ssp534-over_ssp585-2039
EC-Earth3,historical,r11i1p1f1,gr,correction_shift-one-day
EC-Earth3,historical,r13i1p1f1,gr,correction_shift-one-day
EC-Earth3,historical,r15i1p1f1,gr,correction_shift-one-day
EC-Earth3-Veg,ssp245,r5i1p1f1,gr,correction_drop-2014
IPSL-CM6A-LR,ssp534-over,r1i1p1f1,gr,correction_ssp534-over_ssp585-2039
IPSL-CM6A-LR,ssp534-over,r1i1p1f1,gr,correction_cut-common-time
IPSL-CM6A-LR,ssp126,r1i1p1f1,gr,correction_cut-common-time
IPSL-CM6A-LR,ssp585,r1i1p1f1,gr,correction_cut-common-time
KIOST-ESM,historical,r1i1p1f1,gr1,correction_take-one-lat
KIOST-ESM,historical,r1i1p1f1,gr1,correction_shift-one-half-day
KIOST-ESM,ssp245,r1i1p1f1,gr1,correction_tasmax-KIOST
MRI-ESM2-0,ssp534-over,r1i1p1f1,gn,correction_ssp534-over_ssp585-2039